,trial,score_dif,userid,gridtype,gridnum
86405,6,1.0,109,Switch,202
86543,7,1.0,117,Switch,201
86777,5,1.0,113,Switch,201
86783,7,1.0,109,Switch,201
87017,8,1.0,117,Switch,207
87035,7,1.0,124,Switch,203
87154,2,1.0,137,Switch,202
87377,8,1.0,114,Switch,202
87557,7,1.0,135,Switch,208
87563,3,1.0,130,Switch,205
87815,8,1.0,57,Switch,202
87851,3,1.0,138,Switch,204
87893,4,1.0,96,Switch,201
88037,6,1.0,91,Switch,202
88115,5,1.0,133,Switch,202
88163,7,1.0,122,Switch,205
88193,1,1.0,118,Switch,204
88229,7,1.0,128,Switch,206
88379,3,1.0,137,Switch,206
88493,8,1.0,124,Switch,208
88553,5,1.0,98,Switch,208
88673,6,1.0,111,Switch,205
88691,4,1.0,137,Switch,205
88715,8,1.0,135,Switch,206
88721,8,1.0,122,Switch,203
88757,4,1.0,130,Switch,202
88865,6,1.0,113,Switch,207
88871,7,1.0,91,Switch,205
89135,7,0.0,105,Switch,208
89159,8,1.0,91,Switch,207
89225,7,0.0,111,Switch,208
89375,6,1.0,120,Switch,201
89393,7,0.0,113,Switch,208
89501,8,0.0,111,Switch,202
89639,8,1.0,113,Switch,202
89651,7,1.0,120,Switch,206
89735,6,1.0,98,Switch,202
89759,8,1.0,128,Switch,203
90023,8,1.0,105,Switch,204
90203,1,1.0,126,Switch,205
90215,2,1.0,118,Switch,208
90239,8,1.0,120,Switch,203
90371,5,1.0,137,Switch,203
90419,5,1.0,130,Switch,208
90593,4,1.0,138,Switch,203
90605,7,1.0,121,Switch,206
90659,8,0.0,109,Switch,208
90833,5,1.0,96,Switch,204
90929,7,1.0,98,Switch,207
91043,5,1.0,138,Switch,202
91097,6,1.0,133,Switch,203
91157,1,1.0,50,Switch,203
91367,2,1.0,126,Switch,203
91391,6,1.0,137,Switch,204
91499,1,1.0,148,Switch,201
91637,8,1.0,98,Switch,205
91667,6,1.0,130,Switch,204
91745,3,1.0,89,Switch,204
91859,7,1.0,72,Switch,203
92009,4,1.0,89,Switch,208
92021,6,0.0,96,Switch,207
92087,8,1.0,72,Switch,202
92093,3,1.0,118,Switch,206
92279,1,1.0,90,Switch,203
92291,8,1.0,121,Switch,203
92333,7,1.0,130,Switch,203
92357,3,1.0,126,Switch,204
92441,2,1.0,148,Switch,203
92465,6,1.0,138,Switch,206
92579,4,1.0,126,Switch,206
92597,7,1.0,96,Switch,205
92609,7,0.0,137,Switch,208
92735,5,1.0,89,Switch,201
93011,1,1.0,145,Switch,203
93101,8,1.0,96,Switch,202
93143,4,1.0,118,Switch,202
93191,7,1.0,138,Switch,201
93425,2,0.0,145,Switch,208
93617,1,1.0,142,Switch,203
93641,8,1.0,138,Switch,207
93929,1,1.0,143,Switch,205
94049,5,1.0,118,Switch,203
94157,6,1.0,89,Switch,203
94283,7,1.0,133,Switch,208
94433,2,1.0,142,Switch,201
94727,8,1.0,137,Switch,207
94739,3,1.0,145,Switch,204
94835,6,1.0,118,Switch,201
94895,3,1.0,148,Switch,207
94919,3,1.0,142,Switch,208
94955,2,0.0,143,Switch,206
95003,4,1.0,145,Switch,205
95033,8,0.0,133,Switch,207
95075,2,1.0,50,Switch,204
95243,5,1.0,145,Switch,206
95267,3,0.0,143,Switch,203
95375,4,1.0,148,Switch,206
95549,2,1.0,90,Switch,201
95573,5,1.0,148,Switch,208
95579,1,1.0,71,Switch,207
95831,5,1.0,126,Switch,208
95885,4,1.0,143,Switch,207
95999,2,1.0,71,Switch,201
96173,6,1.0,126,Switch,201
96191,6,1.0,145,Switch,201
96203,7,1.0,89,Switch,205
96305,3,1.0,90,Switch,206
96389,5,1.0,143,Switch,202
96527,3,1.0,71,Switch,205
97187,3,1.0,50,Switch,205
97271,8,1.0,89,Switch,207
97295,6,1.0,143,Switch,208
97421,1,1.0,144,Switch,208
97535,7,1.0,118,Switch,207
97673,4,1.0,142,Switch,207
97781,4,1.0,90,Switch,204
97805,1,1.0,150,Switch,201
97817,1,1.0,159,Switch,201
98051,7,1.0,143,Switch,204
98069,1,1.0,146,Switch,208
98273,7,1.0,126,Switch,202
98291,6,1.0,148,Switch,204
98405,2,1.0,146,Switch,201
98411,2,1.0,144,Switch,205
98453,2,1.0,150,Switch,202
98465,7,1.0,148,Switch,205
98561,4,1.0,71,Switch,208
98645,8,1.0,148,Switch,202
98687,8,1.0,118,Switch,205
98765,5,1.0,71,Switch,202
98993,3,1.0,146,Switch,206
99041,2,1.0,159,Switch,202
99059,8,1.0,130,Switch,201
99077,5,1.0,90,Switch,202
99089,7,1.0,145,Switch,202
99137,3,1.0,150,Switch,204
99161,4,1.0,50,Switch,206
99347,6,1.0,90,Switch,208
99581,5,1.0,142,Switch,204
99587,4,1.0,146,Switch,205
99755,5,1.0,146,Switch,203
99791,1,1.0,155,Switch,202
99809,6,1.0,71,Switch,206
99845,8,1.0,126,Switch,207
99863,8,1.0,145,Switch,207
100061,2,1.0,155,Switch,208
100223,6,1.0,146,Switch,204
100373,3,0.0,144,Switch,203
100595,3,1.0,159,Switch,206
100727,1,1.0,163,Switch,203
100823,5,1.0,50,Switch,202
100853,6,0.0,142,Switch,206
100865,4,1.0,159,Switch,207
101021,7,1.0,142,Switch,205
101033,7,1.0,90,Switch,207
101159,7,1.0,146,Switch,202
101225,8,1.0,143,Switch,201
101339,1,1.0,160,Switch,208
101393,4,1.0,144,Switch,202
101597,4,1.0,150,Switch,203
101699,2,1.0,163,Switch,206
101885,2,1.0,160,Switch,202
101945,8,1.0,90,Switch,205
101999,6,1.0,50,Switch,207
102137,8,1.0,142,Switch,202
102197,7,1.0,71,Switch,203
102203,1,1.0,136,Switch,204
102581,3,1.0,163,Switch,205
102623,5,1.0,150,Switch,208
102665,5,1.0,159,Switch,205
102701,8,1.0,146,Switch,207
102767,7,1.0,50,Switch,208
102815,5,1.0,144,Switch,201
102923,3,1.0,155,Switch,204
103043,4,1.0,163,Switch,201
103097,4,1.0,155,Switch,206
103103,2,1.0,136,Switch,206
103157,1,1.0,162,Switch,207
103271,3,1.0,136,Switch,207
103337,3,1.0,160,Switch,205
103361,8,1.0,71,Switch,204
103439,4,1.0,136,Switch,205
103469,8,1.0,50,Switch,201
103475,5,1.0,155,Switch,207
103499,5,1.0,163,Switch,208
103637,6,1.0,155,Switch,203
103781,6,1.0,144,Switch,206
103847,2,1.0,162,Switch,205
103931,6,1.0,163,Switch,202
104021,3,1.0,162,Switch,201
104153,7,1.0,155,Switch,201
104159,5,1.0,136,Switch,203
104255,6,1.0,159,Switch,208
104291,4,1.0,160,Switch,207
104399,6,1.0,150,Switch,207
104429,7,1.0,159,Switch,203
104453,5,1.0,160,Switch,203
104543,4,1.0,162,Switch,202
104561,7,1.0,150,Switch,206
104609,6,1.0,160,Switch,206
104957,8,1.0,150,Switch,205
105029,6,0.0,136,Switch,201
105035,7,1.0,144,Switch,207
105203,8,1.0,144,Switch,204
105245,8,1.0,159,Switch,204
105587,1,1.0,166,Switch,205
105611,8,1.0,155,Switch,205
105773,7,1.0,160,Switch,201
105989,7,1.0,136,Switch,202
106007,8,1.0,160,Switch,204
106121,7,1.0,163,Switch,207
106181,8,1.0,136,Switch,208
106427,1,1.0,172,Switch,202
106877,8,1.0,163,Switch,204
107285,1,1.0,151,Switch,201
107741,2,0.0,151,Switch,205
107885,5,1.0,162,Switch,204
107897,2,1.0,172,Switch,208
108281,1,1.0,156,Switch,204
108419,1,1.0,164,Switch,206
108569,6,1.0,162,Switch,206
108623,1,1.0,157,Switch,206
108731,2,1.0,157,Switch,201
108857,2,1.0,164,Switch,203
108965,7,1.0,162,Switch,203
109037,2,1.0,156,Switch,206
109337,3,0.0,151,Switch,204
109367,8,1.0,162,Switch,208
109661,3,1.0,156,Switch,203
109709,3,1.0,157,Switch,202
109721,3,1.0,172,Switch,204
109853,4,1.0,172,Switch,206
110159,1,1.0,170,Switch,206
110453,4,1.0,156,Switch,205
110477,5,1.0,172,Switch,201
110723,3,1.0,164,Switch,202
110801,4,1.0,157,Switch,203
111047,2,1.0,170,Switch,208
111251,1,0.0,161,Switch,205
111257,6,1.0,172,Switch,205
111299,4,1.0,151,Switch,202
111473,3,1.0,170,Switch,203
111743,5,1.0,156,Switch,208
111827,5,1.0,157,Switch,205
111977,2,1.0,161,Switch,204
112043,6,1.0,70,Switch,207
112049,5,0.0,151,Switch,206
112073,6,1.0,157,Switch,208
112145,7,1.0,172,Switch,207
112247,4,1.0,164,Switch,208
112283,8,1.0,172,Switch,203
112325,4,1.0,170,Switch,201
112463,5,1.0,164,Switch,207
112475,6,1.0,151,Switch,203
112481,3,1.0,161,Switch,206
112709,6,1.0,156,Switch,201
112859,1,1.0,179,Switch,207
113207,2,1.0,179,Switch,201
113291,1,1.0,171,Switch,205
113453,2,1.0,171,Switch,201
113507,7,1.0,157,Switch,204
113627,3,1.0,171,Switch,203
113723,1,1.0,175,Switch,202
113741,5,1.0,170,Switch,204
113765,6,1.0,164,Switch,204
113819,8,1.0,157,Switch,207
113825,7,0.0,156,Switch,202
113831,4,1.0,161,Switch,203
113921,3,1.0,179,Switch,202
113945,7,1.0,164,Switch,205
113957,2,1.0,175,Switch,201
114083,8,1.0,164,Switch,201
114089,6,1.0,170,Switch,207
114257,7,1.0,170,Switch,205
114299,8,1.0,156,Switch,207
114311,3,1.0,175,Switch,207
114377,4,1.0,179,Switch,206
114407,8,1.0,170,Switch,202
114749,7,1.0,70,Switch,206
114953,5,1.0,161,Switch,201
115127,6,1.0,161,Switch,202
115157,1,1.0,176,Switch,208
115211,4,1.0,171,Switch,206
115337,7,1.0,161,Switch,207
115397,1,1.0,169,Switch,204
115427,2,1.0,176,Switch,207
115511,8,1.0,70,Switch,201
115517,4,1.0,175,Switch,204
115853,5,1.0,179,Switch,205
116039,7,1.0,151,Switch,208
116489,8,1.0,161,Switch,208
116783,8,1.0,151,Switch,207
116891,1,1.0,168,Switch,202
117965,5,0.0,175,Switch,206
118103,6,1.0,179,Switch,204
118349,2,1.0,169,Switch,208
118415,5,1.0,171,Switch,202
118487,7,0.0,179,Switch,208
118637,3,1.0,176,Switch,205
118889,3,1.0,169,Switch,207
118919,1,1.0,173,Switch,204
118991,6,1.0,175,Switch,205
119027,8,1.0,179,Switch,203
119123,1,1.0,188,Switch,205
119309,6,1.0,171,Switch,204
119507,7,1.0,171,Switch,208
119849,2,1.0,173,Switch,208
120065,2,1.0,188,Switch,208
120071,4,1.0,169,Switch,202
120245,1,1.0,181,Switch,203
120275,5,1.0,169,Switch,203
120305,8,1.0,171,Switch,207
120341,1,1.0,180,Switch,207
120449,2,1.0,181,Switch,207
120737,1,1.0,185,Switch,201
120791,2,1.0,168,Switch,203
120869,2,1.0,180,Switch,205
120977,3,1.0,168,Switch,207
121037,2,1.0,185,Switch,208
121127,3,1.0,173,Switch,207
121157,7,1.0,175,Switch,208
121247,6,1.0,169,Switch,201
121415,3,1.0,180,Switch,202
121475,4,1.0,168,Switch,201
121499,3,1.0,188,Switch,203
121727,4,1.0,188,Switch,206
121799,1,1.0,192,Switch,201
121955,4,1.0,180,Switch,206
121973,7,1.0,169,Switch,206
122003,8,1.0,175,Switch,203
122075,4,1.0,173,Switch,205
122087,8,1.0,169,Switch,205
122177,5,1.0,168,Switch,204
122237,2,1.0,192,Switch,203
122387,5,1.0,180,Switch,208
122507,6,1.0,180,Switch,203
122579,4,1.0,176,Switch,201
122681,5,1.0,188,Switch,207
122759,3,1.0,181,Switch,206
122837,3,1.0,192,Switch,204
123035,5,1.0,176,Switch,203
123143,6,1.0,188,Switch,202
123161,3,1.0,185,Switch,204
123179,5,1.0,173,Switch,203
123239,6,1.0,168,Switch,205
123533,4,1.0,192,Switch,207
123581,7,1.0,180,Switch,204
123701,7,1.0,188,Switch,204
123761,5,1.0,192,Switch,208
123803,4,1.0,185,Switch,206
123923,5,1.0,185,Switch,205
124049,6,1.0,185,Switch,202
124091,6,1.0,192,Switch,206
124139,6,1.0,173,Switch,206
124157,7,1.0,185,Switch,203
124193,8,1.0,188,Switch,201
124277,7,1.0,173,Switch,201
124421,7,1.0,168,Switch,208
124523,7,1.0,192,Switch,202
124763,8,1.0,173,Switch,202
124901,8,1.0,185,Switch,207
125171,4,1.0,181,Switch,205
125339,5,0.0,181,Switch,208
125501,8,1.0,192,Switch,205
125999,6,1.0,176,Switch,204
126071,8,1.0,168,Switch,206
126179,7,1.0,176,Switch,202
126323,6,1.0,181,Switch,202
126479,8,1.0,176,Switch,206
126707,7,1.0,181,Switch,201
126941,2,1.0,166,Switch,202
127103,8,1.0,180,Switch,201
127127,3,1.0,166,Switch,208
127277,8,1.0,181,Switch,204
127469,4,1.0,166,Switch,206
128069,5,1.0,166,Switch,201
128231,6,1.0,166,Switch,204
128333,7,1.0,166,Switch,207
128993,8,1.0,166,Switch,203
129143,1,1.0,199,Switch,202
129251,1,1.0,201,Switch,206
129257,1,1.0,203,Switch,203
129431,2,1.0,199,Switch,204
129665,3,1.0,199,Switch,205
129815,4,1.0,199,Switch,207
130055,2,0.0,203,Switch,208
130343,3,1.0,203,Switch,204
130481,5,1.0,199,Switch,201
130523,4,1.0,203,Switch,205
130613,6,1.0,199,Switch,203
130769,5,1.0,203,Switch,201
130925,6,1.0,203,Switch,207
130961,7,1.0,203,Switch,202
131279,8,1.0,203,Switch,206
131477,1,1.0,206,Switch,208
131681,1,1.0,204,Switch,203
132047,2,1.0,204,Switch,207
132053,7,1.0,199,Switch,206
132239,3,1.0,204,Switch,201
132257,1,1.0,207,Switch,205
132305,2,1.0,206,Switch,206
132341,2,1.0,207,Switch,202
132353,8,1.0,199,Switch,208
132479,3,1.0,207,Switch,204
132737,1,1.0,205,Switch,207
133265,4,1.0,207,Switch,206
133307,2,1.0,205,Switch,202
133361,5,0.0,207,Switch,208
133373,3,1.0,206,Switch,207
133451,3,1.0,205,Switch,203
133529,4,1.0,204,Switch,206
133619,5,1.0,204,Switch,205
133649,4,1.0,206,Switch,205
133787,5,1.0,206,Switch,203
133841,4,1.0,205,Switch,205
133979,6,1.0,204,Switch,202
134153,6,1.0,206,Switch,201
134213,7,1.0,204,Switch,204
134453,7,1.0,206,Switch,202
134825,1,1.0,210,Switch,205
135005,1,1.0,212,Switch,202
135149,8,1.0,206,Switch,204
135161,8,0.0,204,Switch,208
135239,6,1.0,207,Switch,201
135371,2,1.0,212,Switch,205
135581,2,1.0,210,Switch,203
135641,7,1.0,207,Switch,207
135689,3,1.0,210,Switch,204
135743,3,1.0,212,Switch,201
135875,4,1.0,212,Switch,203
136043,4,1.0,210,Switch,208
136079,5,1.0,205,Switch,206
136091,8,1.0,207,Switch,203
136157,5,1.0,212,Switch,204
136241,6,1.0,205,Switch,204
136331,5,1.0,210,Switch,202
136925,1,1.0,218,Switch,203
136967,1,1.0,215,Switch,206
137027,6,1.0,212,Switch,206
137039,2,1.0,218,Switch,201
137093,7,1.0,205,Switch,208
137135,3,1.0,218,Switch,205
137165,6,1.0,210,Switch,201
137231,7,1.0,212,Switch,207
137291,2,1.0,215,Switch,202
137327,2,0.0,201,Switch,204
137621,1,1.0,219,Switch,207
137843,8,1.0,205,Switch,201
137855,8,1.0,212,Switch,208
137861,7,1.0,210,Switch,206
137879,3,1.0,215,Switch,207
137921,4,0.0,218,Switch,208
137951,3,1.0,201,Switch,205
138005,4,1.0,215,Switch,201
138011,5,1.0,218,Switch,207
138023,4,1.0,201,Switch,203
138071,5,1.0,215,Switch,203
138095,5,1.0,201,Switch,201
138329,6,1.0,218,Switch,206
138335,6,1.0,215,Switch,205
138749,8,1.0,210,Switch,207
138857,7,1.0,215,Switch,208
138899,1,1.0,223,Switch,208
138923,8,1.0,215,Switch,204
139175,7,1.0,218,Switch,204
139253,1,1.0,221,Switch,202
139349,8,1.0,218,Switch,202
139391,2,1.0,221,Switch,208
139433,1,1.0,220,Switch,204
139481,2,1.0,223,Switch,207
140027,2,1.0,220,Switch,208
140219,3,1.0,220,Switch,201
140339,3,1.0,223,Switch,205
140411,3,1.0,221,Switch,204
140417,4,1.0,223,Switch,202
140501,4,1.0,220,Switch,205
140633,5,1.0,220,Switch,207
140675,1,1.0,214,Switch,208
140771,6,1.0,220,Switch,202
140795,5,1.0,223,Switch,203
140981,4,1.0,221,Switch,207
140987,7,1.0,220,Switch,203
141311,5,1.0,221,Switch,201
141341,1,1.0,225,Switch,205
141455,8,1.0,220,Switch,206
141629,6,1.0,223,Switch,201
141635,1,1.0,216,Switch,207
141791,7,1.0,223,Switch,206
141815,2,0.0,225,Switch,202
141899,3,1.0,225,Switch,207
141941,6,1.0,221,Switch,205
142133,8,1.0,223,Switch,204
142193,2,1.0,214,Switch,203
142271,2,1.0,219,Switch,204
142361,3,1.0,219,Switch,201
142403,4,1.0,225,Switch,206
142769,3,1.0,214,Switch,207
142835,1,1.0,227,Switch,201
142901,7,0.0,221,Switch,206
143015,2,1.0,216,Switch,208
143093,5,1.0,225,Switch,208
143099,2,1.0,227,Switch,204
143249,6,0.0,201,Switch,207
143501,7,1.0,201,Switch,208
143513,8,1.0,221,Switch,203
143549,4,1.0,214,Switch,201
143579,3,1.0,216,Switch,203
143603,8,1.0,201,Switch,202
143885,5,1.0,214,Switch,205
143951,4,0.0,219,Switch,202
143969,3,1.0,227,Switch,203
144005,6,1.0,214,Switch,202
144155,4,1.0,216,Switch,205
144185,4,1.0,227,Switch,205
144257,6,1.0,225,Switch,201
144311,7,1.0,214,Switch,206
144389,8,0.0,214,Switch,204
144443,5,1.0,219,Switch,205
144581,5,1.0,216,Switch,206
144707,5,1.0,227,Switch,208
144749,6,1.0,219,Switch,208
144803,7,1.0,225,Switch,204
144809,6,1.0,216,Switch,204
144821,7,1.0,219,Switch,203
144887,6,1.0,227,Switch,207
144899,8,1.0,219,Switch,206
144935,8,1.0,225,Switch,203
145277,1,1.0,229,Switch,202
145337,7,1.0,216,Switch,202
145619,1,1.0,226,Switch,201
145685,1,1.0,228,Switch,207
145697,8,1.0,216,Switch,201
145745,7,1.0,227,Switch,206
145853,2,1.0,228,Switch,201
146003,2,1.0,226,Switch,203
146159,2,1.0,229,Switch,208
146189,3,1.0,228,Switch,205
146303,3,1.0,226,Switch,205
146399,1,1.0,235,Switch,201
146555,3,1.0,229,Switch,206
146831,8,1.0,227,Switch,202
146849,4,1.0,226,Switch,208
146885,4,1.0,228,Switch,206
147041,2,1.0,235,Switch,204
147161,3,1.0,235,Switch,206
147347,1,1.0,231,Switch,202
147365,5,1.0,226,Switch,206
147503,2,1.0,231,Switch,206
147527,5,1.0,228,Switch,204
147551,4,1.0,229,Switch,207
147623,1,1.0,237,Switch,205
147701,6,1.0,228,Switch,203
147755,6,1.0,226,Switch,207
147809,1,1.0,238,Switch,202
147833,7,1.0,226,Switch,202
147851,4,0.0,235,Switch,203
147899,5,1.0,229,Switch,201
147905,3,1.0,231,Switch,207
147971,6,1.0,229,Switch,205
148001,5,1.0,235,Switch,202
148025,2,1.0,238,Switch,204
148163,6,1.0,235,Switch,207
148175,7,1.0,228,Switch,202
148187,4,1.0,231,Switch,208
148229,2,1.0,237,Switch,204
148259,7,1.0,235,Switch,208
148355,5,1.0,231,Switch,205
148391,7,1.0,229,Switch,204
148415,8,0.0,228,Switch,208
148445,3,1.0,238,Switch,208
148673,8,1.0,235,Switch,205
148697,8,1.0,226,Switch,204
148703,4,1.0,238,Switch,205
148781,5,1.0,238,Switch,207
148835,1,1.0,232,Switch,207
148859,6,1.0,231,Switch,201
148985,7,1.0,231,Switch,203
149015,3,1.0,237,Switch,201
149093,1,1.0,236,Switch,208
149213,6,1.0,238,Switch,203
149399,8,1.0,229,Switch,203
149591,2,0.0,232,Switch,202
149639,4,1.0,237,Switch,206
150125,5,1.0,237,Switch,202
150461,2,1.0,236,Switch,203
150473,7,1.0,238,Switch,201
150509,3,1.0,236,Switch,206
150587,4,1.0,236,Switch,201
150623,6,1.0,237,Switch,208
150677,3,1.0,232,Switch,205
150731,4,1.0,232,Switch,203
150773,8,1.0,238,Switch,206
150803,5,1.0,232,Switch,204
150863,6,1.0,232,Switch,208
150959,7,1.0,237,Switch,207
151019,8,1.0,237,Switch,203
151049,5,1.0,236,Switch,207
151067,8,0.0,231,Switch,204
151151,7,1.0,232,Switch,201
151295,6,1.0,236,Switch,204
151355,8,1.0,232,Switch,206
151373,1,1.0,239,Switch,201
151415,7,1.0,236,Switch,205
151547,8,1.0,236,Switch,202
152141,2,1.0,239,Switch,203
152387,1,1.0,242,Switch,203
152411,3,1.0,239,Switch,202
152663,4,1.0,239,Switch,208
152729,5,1.0,239,Switch,204
152741,1,1.0,243,Switch,205
152777,6,1.0,239,Switch,207
152783,2,1.0,243,Switch,208
152825,7,1.0,239,Switch,206
152873,2,1.0,242,Switch,202
153005,3,1.0,243,Switch,204
153263,3,1.0,242,Switch,206
153275,4,1.0,243,Switch,202
153437,5,1.0,243,Switch,201
153545,8,1.0,239,Switch,205
153611,4,1.0,242,Switch,208
153839,6,1.0,243,Switch,207
154007,7,1.0,243,Switch,203
154073,5,1.0,242,Switch,204
154349,8,1.0,243,Switch,206
154475,6,1.0,242,Switch,205
154523,1,1.0,245,Switch,203
154529,7,1.0,242,Switch,207
154535,1,1.0,247,Switch,208
154565,2,1.0,245,Switch,208
154655,3,1.0,245,Switch,202
154823,8,1.0,242,Switch,201
154967,2,1.0,247,Switch,201
155159,4,1.0,245,Switch,205
155285,5,1.0,245,Switch,206
155309,6,1.0,245,Switch,204
155345,7,1.0,245,Switch,207
155501,3,1.0,247,Switch,202
155537,4,1.0,247,Switch,203
155651,8,1.0,245,Switch,201
155711,5,1.0,247,Switch,207
155813,6,1.0,247,Switch,205
155831,7,1.0,247,Switch,206
155885,1,1.0,249,Switch,208
155951,8,1.0,247,Switch,204
155999,2,1.0,249,Switch,201
156065,3,1.0,249,Switch,202
156107,4,1.0,249,Switch,203
156179,5,1.0,249,Switch,205
156305,1,1.0,246,Switch,201
156311,6,1.0,249,Switch,207
156317,1,1.0,248,Switch,202
156347,2,1.0,248,Switch,207
156377,1,1.0,244,Switch,205
156431,3,1.0,248,Switch,205
156479,2,1.0,246,Switch,202
156533,7,1.0,249,Switch,206
156659,8,1.0,249,Switch,204
156683,4,1.0,248,Switch,208
156725,5,1.0,248,Switch,201
156731,3,1.0,246,Switch,208
156767,4,1.0,246,Switch,205
156839,5,1.0,246,Switch,203
157025,2,1.0,244,Switch,202
157073,3,1.0,244,Switch,203
157181,6,1.0,246,Switch,206
157199,4,1.0,244,Switch,204
157217,1,1.0,250,Switch,201
157277,7,1.0,246,Switch,207
