,trial,score_dif,userid,gridtype,gridnum
157313,6,1.0,248,Switch,203
157379,2,1.0,250,Switch,207
157445,8,1.0,246,Switch,204
157481,3,1.0,250,Switch,202
157487,5,1.0,244,Switch,201
157589,7,1.0,248,Switch,206
157643,8,1.0,248,Switch,204
157649,4,1.0,250,Switch,205
157691,6,1.0,244,Switch,206
157721,5,1.0,250,Switch,204
157757,7,1.0,244,Switch,207
157811,6,1.0,250,Switch,206
157823,8,1.0,244,Switch,208
157937,7,1.0,250,Switch,203
158021,8,1.0,250,Switch,208
158975,1,1.0,252,Switch,205
159035,2,1.0,252,Switch,201
159311,3,1.0,252,Switch,206
159329,4,1.0,252,Switch,207
159455,1,1.0,254,Switch,201
159503,2,1.0,254,Switch,202
159527,5,1.0,252,Switch,203
159599,6,1.0,252,Switch,208
159623,7,1.0,252,Switch,204
159653,3,1.0,254,Switch,208
159707,1,1.0,251,Switch,201
159713,4,1.0,254,Switch,207
159767,2,1.0,251,Switch,207
159851,3,1.0,251,Switch,204
159875,5,1.0,254,Switch,204
159905,6,1.0,254,Switch,205
159911,8,1.0,252,Switch,202
159983,1,0.0,253,Switch,207
160121,2,0.0,253,Switch,202
160175,4,1.0,251,Switch,202
160181,7,1.0,254,Switch,206
160217,5,1.0,251,Switch,208
160223,3,1.0,253,Switch,208
160271,8,1.0,254,Switch,203
160337,4,1.0,253,Switch,204
160403,6,1.0,251,Switch,205
160637,7,1.0,251,Switch,203
160643,5,1.0,253,Switch,205
160667,6,1.0,253,Switch,201
160697,8,1.0,251,Switch,206
160703,7,1.0,253,Switch,206
160775,8,1.0,253,Switch,203
161213,1,1.0,255,Switch,201
161267,2,1.0,255,Switch,203
161285,3,1.0,255,Switch,202
161303,4,1.0,255,Switch,208
161309,5,1.0,255,Switch,206
161681,6,1.0,255,Switch,205
161861,7,1.0,255,Switch,204
161867,1,1.0,256,Switch,202
162119,2,1.0,256,Switch,205
162149,8,1.0,255,Switch,207
162167,3,1.0,256,Switch,203
162197,4,1.0,256,Switch,206
162365,5,1.0,256,Switch,204
162449,6,1.0,256,Switch,208
162503,1,0.0,258,Switch,202
162593,7,1.0,256,Switch,207
162599,2,1.0,258,Switch,204
162629,8,1.0,256,Switch,201
162635,3,0.0,258,Switch,208
162767,1,1.0,257,Switch,208
162803,2,1.0,257,Switch,204
162827,4,1.0,258,Switch,201
162839,5,1.0,258,Switch,206
162905,6,0.0,258,Switch,207
162947,3,1.0,257,Switch,205
162959,7,0.0,258,Switch,205
163007,4,1.0,257,Switch,203
163043,5,1.0,257,Switch,201
163061,8,1.0,258,Switch,203
163181,6,1.0,257,Switch,207
163301,7,1.0,257,Switch,202
163313,8,1.0,257,Switch,206
163889,1,1.0,260,Switch,208
163895,2,1.0,260,Switch,202
163937,3,0.0,260,Switch,205
163997,4,0.0,260,Switch,201
164015,5,1.0,260,Switch,206
164027,6,1.0,260,Switch,207
164063,7,1.0,260,Switch,203
164081,8,1.0,260,Switch,204
171953,1,1.0,265,Switch,208
172283,2,1.0,265,Switch,203
172625,3,1.0,265,Switch,201
173177,1,1.0,267,Switch,204
174047,1,1.0,274,Switch,201
174083,4,1.0,265,Switch,204
174467,5,1.0,265,Switch,205
174725,2,1.0,274,Switch,208
174809,1,1.0,276,Switch,207
175169,2,1.0,276,Switch,203
175505,3,1.0,274,Switch,202
175535,2,1.0,267,Switch,205
175631,6,1.0,265,Switch,206
176081,3,1.0,267,Switch,201
176663,4,1.0,274,Switch,204
176699,7,1.0,265,Switch,202
176783,3,1.0,276,Switch,201
177143,4,1.0,276,Switch,208
177437,1,1.0,264,Switch,205
177731,5,1.0,274,Switch,205
178163,4,1.0,267,Switch,207
178283,5,1.0,276,Switch,204
178325,1,1.0,279,Switch,208
178355,2,1.0,264,Switch,204
178553,5,1.0,267,Switch,202
178715,8,1.0,265,Switch,207
178829,1,1.0,273,Switch,208
178853,1,1.0,281,Switch,207
178919,6,1.0,267,Switch,206
178937,6,1.0,276,Switch,206
178949,3,1.0,264,Switch,208
179285,7,1.0,267,Switch,203
179471,2,1.0,281,Switch,201
179603,4,1.0,264,Switch,206
179777,1,1.0,275,Switch,208
179969,8,1.0,267,Switch,208
179975,2,1.0,279,Switch,204
180285,1,1.0,283,Switch,206
180317,6,1.0,274,Switch,206
180323,2,1.0,273,Switch,207
180365,2,1.0,275,Switch,206
180419,1,1.0,277,Switch,203
180539,3,1.0,275,Switch,207
180707,2,1.0,283,Switch,204
180719,7,1.0,276,Switch,202
180743,7,1.0,274,Switch,203
180767,3,1.0,281,Switch,202
180827,8,1.0,276,Switch,205
180845,1,1.0,286,Switch,205
180863,8,1.0,274,Switch,207
181013,2,1.0,286,Switch,202
181067,4,1.0,275,Switch,204
181175,4,1.0,281,Switch,204
181181,3,1.0,286,Switch,208
181337,2,1.0,277,Switch,204
181367,3,1.0,279,Switch,207
181697,3,1.0,277,Switch,205
181715,4,1.0,279,Switch,206
181757,1,1.0,290,Switch,202
181787,3,1.0,273,Switch,206
182003,3,1.0,283,Switch,203
182237,5,0.0,264,Switch,207
182267,2,1.0,290,Switch,203
182375,1,1.0,278,Switch,201
182543,1,1.0,269,Switch,204
182645,1,1.0,284,Switch,203
182693,4,1.0,273,Switch,201
182783,3,1.0,290,Switch,201
182837,1,1.0,285,Switch,208
182891,6,0.0,264,Switch,202
182909,5,1.0,281,Switch,206
182951,5,1.0,275,Switch,205
182975,4,1.0,277,Switch,201
182981,2,1.0,278,Switch,204
183065,5,1.0,273,Switch,203
183137,5,1.0,277,Switch,207
183281,6,1.0,275,Switch,202
183317,2,1.0,284,Switch,201
183341,5,1.0,279,Switch,205
183449,7,1.0,275,Switch,201
183503,4,1.0,286,Switch,201
183515,6,0.0,277,Switch,202
183551,4,1.0,283,Switch,201
183569,6,1.0,273,Switch,204
183599,6,1.0,279,Switch,201
183743,7,1.0,279,Switch,202
183803,1,1.0,294,Switch,202
183857,1,1.0,288,Switch,201
183863,6,1.0,281,Switch,208
183923,2,1.0,294,Switch,205
184007,7,1.0,277,Switch,206
184085,7,1.0,273,Switch,202
184133,2,1.0,285,Switch,203
184181,3,1.0,278,Switch,202
184241,8,1.0,275,Switch,203
184445,5,1.0,283,Switch,202
184481,4,1.0,290,Switch,204
184571,8,1.0,279,Switch,203
184703,5,1.0,290,Switch,208
184721,4,1.0,278,Switch,203
184799,8,1.0,273,Switch,205
184877,6,1.0,283,Switch,208
185009,5,1.0,286,Switch,204
185141,6,1.0,286,Switch,206
185147,7,1.0,283,Switch,207
185153,3,1.0,294,Switch,206
185159,7,1.0,281,Switch,203
185183,1,1.0,299,Switch,205
185213,2,1.0,288,Switch,204
185237,1,1.0,291,Switch,205
185243,5,1.0,278,Switch,205
185261,7,1.0,286,Switch,203
185309,4,1.0,294,Switch,201
185363,8,1.0,283,Switch,205
185483,3,0.0,288,Switch,208
185495,8,1.0,277,Switch,208
185729,6,1.0,290,Switch,206
185795,8,1.0,281,Switch,205
185849,3,1.0,285,Switch,205
185861,6,1.0,278,Switch,208
185993,8,1.0,286,Switch,207
185999,4,1.0,285,Switch,206
186125,3,1.0,284,Switch,204
186137,7,1.0,278,Switch,207
186149,5,1.0,285,Switch,204
186203,2,1.0,291,Switch,207
186287,4,1.0,288,Switch,205
186293,7,1.0,290,Switch,205
186671,2,1.0,299,Switch,208
186725,3,1.0,291,Switch,208
186797,5,1.0,294,Switch,207
186809,6,1.0,285,Switch,201
186941,7,1.0,264,Switch,201
186971,2,1.0,269,Switch,208
186977,3,1.0,299,Switch,207
187139,8,1.0,278,Switch,206
187331,4,1.0,291,Switch,204
187421,7,1.0,285,Switch,207
187469,8,1.0,264,Switch,203
187487,6,1.0,294,Switch,208
187505,5,1.0,288,Switch,202
187529,8,1.0,290,Switch,207
187571,8,1.0,285,Switch,202
187589,3,1.0,269,Switch,206
187769,4,1.0,299,Switch,202
187859,6,0.0,288,Switch,206
187907,7,1.0,294,Switch,204
187997,8,1.0,294,Switch,203
188075,5,1.0,291,Switch,206
188081,4,1.0,269,Switch,202
188183,5,1.0,299,Switch,203
188189,1,1.0,303,Switch,208
188285,2,1.0,303,Switch,201
188309,4,1.0,284,Switch,205
188339,5,1.0,269,Switch,207
188483,6,1.0,291,Switch,201
188501,6,1.0,269,Switch,205
188513,7,1.0,288,Switch,207
188555,5,1.0,284,Switch,202
188711,3,1.0,303,Switch,204
188747,8,1.0,288,Switch,203
188969,6,1.0,299,Switch,201
189011,7,1.0,269,Switch,201
189137,7,1.0,291,Switch,203
189215,1,1.0,297,Switch,203
189233,6,1.0,284,Switch,206
189275,7,1.0,299,Switch,206
189347,8,1.0,299,Switch,204
189359,8,1.0,269,Switch,203
189401,7,1.0,284,Switch,207
189449,2,1.0,297,Switch,204
189533,8,1.0,291,Switch,202
189569,4,1.0,303,Switch,207
189671,8,1.0,284,Switch,208
189887,5,1.0,303,Switch,202
190043,6,1.0,303,Switch,203
190091,7,1.0,303,Switch,206
190337,3,1.0,297,Switch,202
190385,8,1.0,303,Switch,205
190403,4,1.0,297,Switch,208
191177,5,1.0,297,Switch,207
191441,6,1.0,297,Switch,206
191531,7,1.0,297,Switch,205
191561,1,1.0,287,Switch,205
191615,8,1.0,297,Switch,201
191873,2,1.0,287,Switch,204
191975,1,1.0,307,Switch,204
191987,1,1.0,305,Switch,202
192107,1,1.0,306,Switch,202
192155,2,1.0,307,Switch,202
192191,2,1.0,305,Switch,201
192419,3,1.0,307,Switch,207
192467,3,1.0,305,Switch,208
192635,4,1.0,305,Switch,206
192779,2,1.0,306,Switch,207
192857,3,1.0,287,Switch,208
192971,4,1.0,307,Switch,205
193157,5,1.0,307,Switch,201
193385,6,1.0,307,Switch,203
193511,3,1.0,306,Switch,201
193589,1,1.0,308,Switch,208
193601,4,1.0,287,Switch,201
193649,7,1.0,307,Switch,208
193703,5,1.0,305,Switch,205
193811,4,1.0,306,Switch,203
193859,6,1.0,305,Switch,204
193907,5,1.0,287,Switch,203
194099,5,1.0,306,Switch,206
194123,6,1.0,287,Switch,207
194153,8,1.0,307,Switch,206
194171,6,1.0,306,Switch,204
194219,7,1.0,287,Switch,202
194321,7,1.0,305,Switch,203
194363,8,1.0,287,Switch,206
194501,2,1.0,308,Switch,205
194567,8,1.0,305,Switch,207
194585,7,1.0,306,Switch,208
194795,8,1.0,306,Switch,205
194807,1,1.0,312,Switch,206
194879,1,1.0,311,Switch,208
195017,2,1.0,311,Switch,205
195089,3,0.0,311,Switch,202
195101,2,1.0,312,Switch,204
195239,3,1.0,312,Switch,201
195275,4,1.0,312,Switch,202
195395,3,1.0,308,Switch,207
195401,5,1.0,312,Switch,205
195503,4,1.0,308,Switch,201
195563,4,0.0,311,Switch,204
195707,5,1.0,308,Switch,202
195719,6,0.0,312,Switch,208
195767,6,1.0,308,Switch,206
195851,5,1.0,311,Switch,207
196067,7,1.0,312,Switch,203
196097,8,1.0,312,Switch,207
196379,6,1.0,311,Switch,206
196427,7,1.0,311,Switch,203
196511,8,1.0,311,Switch,201
196787,1,1.0,309,Switch,204
196853,2,1.0,309,Switch,202
197543,1,1.0,317,Switch,208
197645,3,1.0,309,Switch,207
197699,2,1.0,317,Switch,205
197705,4,1.0,309,Switch,208
197927,5,0.0,309,Switch,201
198161,3,1.0,317,Switch,203
198221,4,1.0,317,Switch,201
198263,7,1.0,308,Switch,203
198281,5,1.0,317,Switch,202
198335,6,1.0,317,Switch,204
198509,8,1.0,308,Switch,204
198605,7,1.0,317,Switch,207
198665,6,1.0,309,Switch,203
198917,1,1.0,318,Switch,202
198995,2,1.0,318,Switch,207
199079,8,1.0,317,Switch,206
199109,7,1.0,309,Switch,206
199313,8,1.0,309,Switch,205
199337,3,1.0,318,Switch,203
199385,4,1.0,318,Switch,204
199421,5,1.0,318,Switch,205
199481,1,1.0,319,Switch,205
199577,6,1.0,318,Switch,206
199583,2,1.0,319,Switch,206
199631,7,1.0,318,Switch,208
199691,3,1.0,319,Switch,204
199763,4,1.0,319,Switch,207
199949,1,1.0,315,Switch,207
199997,8,1.0,318,Switch,201
200189,2,1.0,315,Switch,208
200255,1,0.0,320,Switch,203
200291,3,1.0,315,Switch,204
200345,2,1.0,320,Switch,208
200381,3,1.0,320,Switch,206
200567,4,1.0,320,Switch,202
200675,5,1.0,319,Switch,208
200687,5,1.0,320,Switch,207
200747,6,1.0,319,Switch,201
200825,1,1.0,321,Switch,205
200843,6,1.0,320,Switch,201
200933,2,1.0,321,Switch,208
201083,7,0.0,319,Switch,202
201197,8,1.0,319,Switch,203
201233,3,1.0,321,Switch,201
201251,1,1.0,316,Switch,205
201389,7,1.0,320,Switch,204
201455,2,1.0,316,Switch,207
201467,4,1.0,321,Switch,203
201473,4,1.0,315,Switch,203
201581,5,1.0,315,Switch,202
201593,5,1.0,321,Switch,202
201599,8,1.0,320,Switch,205
201767,3,1.0,316,Switch,206
201797,6,1.0,321,Switch,207
201827,6,1.0,315,Switch,205
201917,7,1.0,321,Switch,204
202019,8,1.0,321,Switch,206
202097,7,1.0,315,Switch,201
202235,8,1.0,315,Switch,206
202535,4,1.0,316,Switch,203
203033,5,1.0,316,Switch,204
203111,6,1.0,316,Switch,202
203465,1,1.0,323,Switch,205
203843,2,1.0,323,Switch,207
204041,3,1.0,323,Switch,201
204077,4,1.0,323,Switch,208
204119,5,1.0,323,Switch,203
204173,6,1.0,323,Switch,204
204185,7,1.0,316,Switch,208
204383,8,1.0,316,Switch,201
205175,7,1.0,323,Switch,206
205367,8,1.0,323,Switch,202
206045,1,1.0,327,Switch,206
206159,2,1.0,327,Switch,207
206255,1,1.0,332,Switch,205
206369,2,1.0,332,Switch,202
206561,3,1.0,332,Switch,207
206627,1,1.0,324,Switch,208
206675,2,1.0,324,Switch,203
206831,4,1.0,332,Switch,201
206867,3,1.0,327,Switch,204
206897,5,0.0,332,Switch,203
206915,4,1.0,327,Switch,203
207179,3,1.0,324,Switch,204
207197,6,1.0,332,Switch,206
207287,7,1.0,332,Switch,204
207311,1,1.0,333,Switch,207
207323,8,1.0,332,Switch,208
207431,1,1.0,330,Switch,208
207437,5,1.0,327,Switch,201
207485,4,1.0,324,Switch,202
207533,2,1.0,333,Switch,201
207749,2,1.0,330,Switch,207
207773,6,1.0,327,Switch,208
207779,3,1.0,333,Switch,204
207803,5,1.0,324,Switch,201
207887,3,1.0,330,Switch,202
207935,4,1.0,333,Switch,203
207959,1,1.0,331,Switch,208
207989,4,1.0,330,Switch,201
207995,7,1.0,327,Switch,202
208019,6,1.0,324,Switch,206
208043,2,1.0,331,Switch,202
208091,8,1.0,327,Switch,205
208103,5,1.0,330,Switch,203
208115,7,1.0,324,Switch,207
208193,6,1.0,330,Switch,206
208247,8,1.0,324,Switch,205
208301,3,1.0,331,Switch,206
208337,4,1.0,331,Switch,204
208403,5,1.0,333,Switch,208
208427,5,1.0,331,Switch,203
208439,6,1.0,333,Switch,206
208529,7,1.0,330,Switch,205
208535,7,1.0,333,Switch,205
208547,8,1.0,330,Switch,204
208637,8,1.0,333,Switch,202
209261,1,1.0,334,Switch,204
209747,2,1.0,334,Switch,206
209999,3,1.0,334,Switch,205
210077,4,1.0,334,Switch,203
210365,5,1.0,334,Switch,207
210941,6,1.0,334,Switch,201
211145,6,1.0,331,Switch,205
211511,7,1.0,334,Switch,202
211679,7,1.0,331,Switch,207
211733,8,1.0,331,Switch,201
211769,8,0.0,334,Switch,208
211865,1,1.0,336,Switch,203
212069,2,1.0,336,Switch,205
212099,3,1.0,336,Switch,204
212237,1,0.0,340,Switch,205
212249,4,1.0,336,Switch,201
212321,5,1.0,336,Switch,202
212423,2,1.0,340,Switch,201
212591,3,1.0,340,Switch,203
212627,4,1.0,340,Switch,207
212633,1,1.0,337,Switch,203
212651,6,1.0,336,Switch,207
212681,2,1.0,337,Switch,207
212693,7,1.0,336,Switch,206
212795,5,1.0,340,Switch,204
212855,1,1.0,339,Switch,208
212873,8,0.0,336,Switch,208
213023,1,1.0,342,Switch,202
213065,2,1.0,342,Switch,207
213125,2,1.0,339,Switch,205
213209,3,1.0,337,Switch,201
213245,4,1.0,337,Switch,202
213371,3,1.0,339,Switch,202
213383,5,1.0,337,Switch,205
213413,6,1.0,337,Switch,204
213485,4,1.0,339,Switch,204
213503,6,1.0,340,Switch,208
213563,1,1.0,341,Switch,203
213569,7,1.0,340,Switch,202
213581,3,1.0,342,Switch,204
213647,8,1.0,340,Switch,206
213725,4,1.0,342,Switch,203
213731,5,1.0,339,Switch,201
213737,2,1.0,341,Switch,205
213743,5,1.0,342,Switch,201
213767,3,1.0,341,Switch,208
213797,6,1.0,342,Switch,208
213809,6,1.0,339,Switch,206
213815,7,1.0,342,Switch,205
213845,7,0.0,339,Switch,207
213857,4,1.0,341,Switch,201
213899,8,1.0,339,Switch,203
213923,5,0.0,341,Switch,204
213941,7,0.0,337,Switch,208
213947,8,1.0,342,Switch,206
214067,6,1.0,341,Switch,206
214079,7,1.0,341,Switch,207
214097,8,1.0,341,Switch,202
214115,8,0.0,337,Switch,206
214229,1,1.0,335,Switch,205
214253,2,1.0,335,Switch,203
214277,3,1.0,335,Switch,208
214283,4,1.0,335,Switch,207
214295,5,1.0,335,Switch,204
214319,6,1.0,335,Switch,202
214349,7,1.0,335,Switch,206
214385,8,1.0,335,Switch,201
214883,1,1.0,343,Switch,203
214907,2,1.0,343,Switch,207
214937,3,1.0,343,Switch,201
215105,4,1.0,343,Switch,206
215159,5,0.0,343,Switch,202
215327,6,1.0,343,Switch,204
215399,7,1.0,343,Switch,205
215441,8,1.0,343,Switch,208
215507,1,1.0,344,Switch,202
215573,2,1.0,344,Switch,207
215633,3,1.0,344,Switch,205
215639,4,1.0,344,Switch,201
215723,5,1.0,344,Switch,203
215777,6,1.0,344,Switch,206
215957,7,0.0,344,Switch,208
215975,8,1.0,344,Switch,204
216521,1,1.0,346,Switch,206
216605,2,1.0,346,Switch,208
216695,3,1.0,346,Switch,201
216713,4,1.0,346,Switch,205
216737,5,1.0,346,Switch,203
216749,6,1.0,346,Switch,204
216845,7,1.0,346,Switch,202
216887,8,1.0,346,Switch,207
217211,1,1.0,347,Switch,203
217229,2,1.0,347,Switch,208
217271,3,1.0,347,Switch,202
217307,4,1.0,347,Switch,204
217325,5,1.0,347,Switch,205
217391,6,1.0,347,Switch,206
217421,7,1.0,347,Switch,207
217427,8,1.0,347,Switch,201
218237,1,1.0,348,Switch,204
218261,2,1.0,348,Switch,206
218303,3,1.0,348,Switch,207
218387,4,1.0,348,Switch,201
218477,5,1.0,348,Switch,202
218741,6,1.0,348,Switch,205
218765,1,1.0,350,Switch,203
218807,2,0.0,350,Switch,208
218861,7,1.0,348,Switch,203
218867,3,1.0,350,Switch,207
218885,8,1.0,348,Switch,208
218969,4,1.0,350,Switch,201
219029,1,1.0,349,Switch,206
219053,5,1.0,350,Switch,205
219083,6,1.0,350,Switch,206
219149,2,1.0,349,Switch,202
219161,7,1.0,350,Switch,202
219185,8,1.0,350,Switch,204
219197,3,1.0,349,Switch,201
219215,4,1.0,349,Switch,207
219239,5,1.0,349,Switch,205
219263,6,1.0,349,Switch,204
219341,7,1.0,349,Switch,208
219443,8,1.0,349,Switch,203
220607,1,0.0,351,Switch,201
220661,1,1.0,352,Switch,208
220673,2,1.0,351,Switch,203
220721,3,1.0,351,Switch,206
220853,2,1.0,352,Switch,207
220907,4,1.0,351,Switch,208
220997,3,1.0,352,Switch,205
221039,5,1.0,351,Switch,207
221117,6,1.0,351,Switch,204
221135,4,1.0,352,Switch,202
221303,5,1.0,352,Switch,204
221519,7,1.0,351,Switch,202
221525,1,1.0,353,Switch,201
221591,2,1.0,353,Switch,202
221609,6,1.0,352,Switch,206
221639,8,1.0,351,Switch,205
221771,7,1.0,352,Switch,203
221849,8,1.0,352,Switch,201
221921,1,1.0,354,Switch,206
221969,2,1.0,354,Switch,208
221993,3,1.0,354,Switch,203
222011,4,1.0,354,Switch,201
222017,3,1.0,353,Switch,208
222137,4,1.0,353,Switch,204
222185,5,1.0,354,Switch,207
222197,5,1.0,353,Switch,203
222209,6,1.0,354,Switch,205
222215,6,1.0,353,Switch,207
222251,7,1.0,353,Switch,206
222305,8,1.0,353,Switch,205
222323,7,1.0,354,Switch,204
222341,8,1.0,354,Switch,202
222521,1,1.0,355,Switch,207
222575,2,1.0,355,Switch,203
222599,3,1.0,355,Switch,206
222623,4,0.0,355,Switch,204
222695,5,1.0,355,Switch,205
222725,6,1.0,355,Switch,201
222737,7,1.0,355,Switch,208
222791,8,1.0,355,Switch,202
223127,1,1.0,356,Switch,201
223163,2,1.0,356,Switch,202
223187,3,1.0,356,Switch,206
223217,4,1.0,356,Switch,208
223313,5,1.0,356,Switch,204
223343,6,1.0,356,Switch,203
223349,7,1.0,356,Switch,207
223355,8,1.0,356,Switch,205
224495,1,1.0,358,Switch,202
224537,2,1.0,358,Switch,207
224597,3,1.0,358,Switch,203
224603,4,1.0,358,Switch,201
224609,5,1.0,358,Switch,204
224651,6,1.0,358,Switch,208
224687,7,1.0,358,Switch,205
224693,8,1.0,358,Switch,206
225461,1,1.0,360,Switch,202
225479,2,1.0,360,Switch,208
225527,3,1.0,360,Switch,203
225539,4,1.0,360,Switch,206
225557,5,1.0,360,Switch,204
225575,6,1.0,360,Switch,207
225581,1,1.0,359,Switch,204
225593,7,1.0,360,Switch,201
225605,2,1.0,359,Switch,208
225629,3,1.0,359,Switch,206
225659,8,1.0,360,Switch,205
225695,4,1.0,359,Switch,205
225707,5,1.0,359,Switch,203
225737,6,1.0,359,Switch,202
225881,7,1.0,359,Switch,201
225911,8,1.0,359,Switch,207
226421,1,1.0,361,Switch,205
226517,2,1.0,361,Switch,204
226529,3,1.0,361,Switch,208
226559,4,1.0,361,Switch,203
226565,5,1.0,361,Switch,202
226583,6,1.0,361,Switch,206
226619,7,1.0,361,Switch,207
226667,8,1.0,361,Switch,201
228119,1,1.0,364,Switch,203
228149,2,1.0,364,Switch,205
228167,3,1.0,364,Switch,204
228191,4,1.0,364,Switch,208
228215,5,1.0,364,Switch,206
228239,6,1.0,364,Switch,201
228263,7,0.0,364,Switch,207
228287,8,1.0,364,Switch,202
228431,1,1.0,363,Switch,201
228437,2,1.0,363,Switch,205
228473,3,1.0,363,Switch,203
228509,4,1.0,363,Switch,208
228521,5,1.0,363,Switch,202
228551,6,1.0,363,Switch,204
228563,7,1.0,363,Switch,206
228575,8,1.0,363,Switch,207
